社格,名前,読み,住所,電話番号,画像,詳細ページのリンク
-,吉満神社,よしみつじんじゃ,鹿児島県鹿児島市田上7-26-15,,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/kagoshima/8127/
旧郷社,伊佐智佐神社,いさちさじんじゃ,鹿児島県鹿児島市和田町1064-1,099-269-5093,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/kagoshima/8128/
-,川上天満宮,かわかみてんまんぐう,鹿児島県鹿児島市川上町834,,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/kagoshima/8129/
旧村社,南方神社（鹿児島市喜入町）,みなみかたじんじゃ,鹿児島県鹿児島市喜入町9136-イ,,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/kagoshima/8160/
旧村社,柏原神社（鹿児島市）,かしわばらじんじゃ,鹿児島県鹿児島市谷山中央2-4155,,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/kagoshima/8161/
旧村社,日枝神社（鹿児島市常盤町）,ひえじんじゃ,鹿児島県鹿児島市常盤町324,,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/kagoshima/8162/
-,原五社神社,はらごしゃじんじゃ,鹿児島県鹿児島市吉野町6648,,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/kagoshima/8163/
-,小鷹神社,こだかじんじゃ,鹿児島県鹿児島市下田町1171,,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/kagoshima/8164/
-,塚田神社,つかだじんじゃ,鹿児島県鹿児島市岡之原町1012,,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/kagoshima/8165/
-,枚聞神社（鹿児島市）,ひらききじんじゃ,鹿児島県鹿児島市犬迫町11801,,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/kagoshima/8166/
旧村社,三柱神社（鹿児島市）,みはしらじんじゃ,鹿児島県鹿児島市桜島西道町604,,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/kagoshima/8167/
-,鎮守神社（鹿児島市吉野町）,ちんじゅじんじゃ,鹿児島県鹿児島市吉野町2593,,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/kagoshima/8169/
旧村社,諏訪神社（鹿児島市小山田町）,すわじんじゃ,鹿児島県鹿児島市小山田町3456-ロ,,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/kagoshima/8170/
旧村社,霧島神社（鹿児島市西俣町）,きりしまじんじゃ,鹿児島県鹿児島市西俣町1365,,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/kagoshima/8155/
-,鎮守神社（鹿児島市五ケ別府町）,ちんじゅじんじゃ,鹿児島県鹿児島市五ケ別府町2437,,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/kagoshima/8156/
旧県社,鶴嶺神社,つるがねじんじゃ,鹿児島県鹿児島市吉野町9698-2,,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/kagoshima/8157/
-,塩竃神社（鹿児島市）,しおがまじんじゃ,鹿児島県鹿児島市新屋敷町32-13,,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/kagoshima/8158/
旧村社,大山積神社（鹿児島市）,おおやまつみじんじゃ,鹿児島県鹿児島市下福元町7956,,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/kagoshima/8159/
-,七社神社（鹿児島市吉野町）,ななやしろじんじゃ,鹿児島県鹿児島市吉野町7131,,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/kagoshima/8132/
旧村社,黒丸神社,くろまるじんじゃ,鹿児島県鹿児島市山田町856,,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/kagoshima/8135/
旧村社,日枝神社（鹿児島市坂元町）,ひえじんじゃ,鹿児島県鹿児島市坂元町2501,,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/kagoshima/8136/
旧村社,大山祇神社（鹿児島市下福元町）,おおやまつみじんじゃ,鹿児島県鹿児島市下福元町11356,,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/kagoshima/8138/
-,三船神社（鹿児島市）,みふねじんじゃ,鹿児島県鹿児島市吉野町9996,,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/kagoshima/8139/
旧郷社,菅原神社 (薩摩川内市東郷町藤川),すがわらじんじゃ,鹿児島県薩摩川内市東郷町藤川1267,0996-42-0753,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/kagoshima/707/
旧村社,南方神社（鹿児島市桜島武町）,みなかたじんじゃ,鹿児島県鹿児島市桜島武町210,,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/kagoshima/8198/
-,愛宕枚聞神社,あたごひらききじんじゃ,鹿児島県鹿児島市桜島赤水町1004,,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/kagoshima/8199/
-,南方神社（鹿児島市岡之原町）,みなみかたじんじゃ,鹿児島県鹿児島市岡之原町3533,,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/kagoshima/8200/
-,水神社（鹿児島市桜島松浦町）,すいじんじゃ,鹿児島県鹿児島市桜島松浦町46,,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/kagoshima/8201/
-,豊受大山津見神社,とようけおおやまづみじんじゃ,鹿児島県鹿児島市桜島白浜町1098,,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/kagoshima/8203/
-,若宮神社（鹿児島市有村町）,わかみやじんじゃ,鹿児島県鹿児島市有村町478,,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/kagoshima/8204/
旧別格官幣社、別表神社,照国神社,てるくにじんじゃ,鹿児島県鹿児島市照国町19-35,099-222-1820,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/kagoshima/619/
旧郷社,剱神社,つるぎじんじゃ,鹿児島県霧島市国分敷根99,,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/kagoshima/617/
-,尾地底神社,おちそこじんじゃ,鹿児島県鹿児島市桜島赤生原町217,,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/kagoshima/8176/
-,熊野神社（鹿児島市郡山岳町）,くまのじんじゃ,鹿児島県鹿児島市郡山岳町2313-2,,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/kagoshima/8178/
-,日枝神社（鹿児島市原良町）,ひえじんじゃ,鹿児島県鹿児島市原良町3136,,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/kagoshima/8179/
旧県社,智賀尾神社,ちかおじんじゃ,鹿児島県鹿児島市郡山岳町176,,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/kagoshima/8180/
-,牟禮神社,むれじんじゃ,鹿児島県鹿児島市宮之浦町3829,,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/kagoshima/8181/
旧村社,塞神社,さいじんじゃ,鹿児島県鹿児島市喜入中名町1037,,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/kagoshima/8182/
-,火産霊神社,ほむすびじんじゃ,鹿児島県鹿児島市喜入町5790,,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/kagoshima/8183/
旧郷社,南方神社（鹿児島市清水町）,みなみかたじんじゃ,鹿児島県鹿児島市清水町124,,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/kagoshima/8184/
旧村社,花尾神社（鹿児島市花尾町）,はなおじんじゃ,鹿児島県鹿児島市花尾町4043,099-298-7669,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/kagoshima/8186/
旧郷社,剱神社,つるぎじんじゃ,鹿児島県霧島市国分敷根99,,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/kagoshima/617/
-,日枝神社（鹿児島市川上町）,ひえじんじゃ,鹿児島県鹿児島市川上町1564,,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/kagoshima/8187/
-,蛭子神社（鹿児島市喜入前之浜町）,えびすじんじゃ,鹿児島県鹿児島市喜入前之浜町189,,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/kagoshima/8211/
旧村社,若宮神社（鹿児島市東桜島町）,わかみやじんじゃ,鹿児島県鹿児島市東桜島町345-1,,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/kagoshima/8212/
-,鎮守神社（鹿児島市宮之浦町）,ちんじゅじんじゃ,鹿児島県鹿児島市宮之浦町251,,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/kagoshima/8213/
旧村社,水神社,すいじんじゃ,鹿児島県鹿児島市喜入前之浜町7109,,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/kagoshima/8189/
-,小長崎神社,こながさきじんじゃ,鹿児島県鹿児島市福山町234,,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/kagoshima/8190/
-,伊勢神社（鹿児島市喜入生見町）,いせじんじゃ,鹿児島県鹿児島市喜入生見町1406,,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/kagoshima/8191/
旧郷社,菅原神社 (薩摩川内市東郷町藤川),すがわらじんじゃ,鹿児島県薩摩川内市東郷町藤川1267,0996-42-0753,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/kagoshima/707/
旧村社,小鷹神社（鹿児島市皆与志町）,こたかじんじゃ,鹿児島県鹿児島市皆与志町3538,,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/kagoshima/8194/
旧郷社,剱神社,つるぎじんじゃ,鹿児島県霧島市国分敷根99,,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/kagoshima/617/
旧村社,小烏神社（鹿児島市桜島小池町）,こがらすじんじゃ,鹿児島県鹿児島市桜島小池町56,,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/kagoshima/8195/
旧村社,八幡神社（鹿児島市本名町）,はちまんじんじゃ,鹿児島県鹿児島市本名町3577,,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/kagoshima/8185/
旧村社,八房神社,やぶさじんじゃ,鹿児島県鹿児島市犬迫町3453,,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/kagoshima/8137/
旧郷社,多賀神社（鹿児島市清水町）,たがじんじゃ,鹿児島県鹿児島市清水町32-32,,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/kagoshima/8145/
旧村社,南方神社（鹿児島市有屋田町）,みなみかたじんじゃ,鹿児島県鹿児島市有屋田町340,,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/kagoshima/8220/
旧村社,原五社神社（鹿児島市黒神町）,はらごしゃじんじゃ,鹿児島県鹿児島市黒神町647,,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/kagoshima/8192/
旧郷社,八坂神社（鹿児島市清水町）,やさかじんじゃ,鹿児島県鹿児島市清水町26-1,099-247-1464,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/kagoshima/8149/
-,山ノ神社,やまのじんじゃ,鹿児島県鹿児島市喜入一倉町11405,,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/kagoshima/8215/
旧郷社,長田神社,ながたじんじゃ,鹿児島県鹿児島市長田町126,,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/kagoshima/8142/
旧郷社,剱神社,つるぎじんじゃ,鹿児島県霧島市国分敷根99,,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/kagoshima/617/
-,五社神社（鹿児島市新島町）,ごしゃじんじゃ,鹿児島県鹿児島市新島町3513,,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/kagoshima/8222/
旧県社,伊邇色神社,いにしきじんじゃ,鹿児島県鹿児島市下伊敷2-9-30,,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/kagoshima/8130/
旧村社,近都宮神社,ちかつみやじんじゃ,鹿児島県鹿児島市油須木町1152,,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/kagoshima/8202/
-,菅原神社（鹿児島市郡山町）,すがわらじんじゃ,鹿児島県鹿児島市郡山町6473,,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/kagoshima/8151/
旧郷社,宮坂神社,みやさかじんじゃ,鹿児島県鹿児島市喜入町8488,,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/kagoshima/8131/
旧県社,鹿児島神社,かごしまじんじゃ,鹿児島県鹿児島市草牟田2-58-3,099-222-9380,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/kagoshima/8175/
-,稲荷神社（鹿児島市稲荷町）,いなりじんじゃ,鹿児島県鹿児島市稲荷町252,,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/kagoshima/8168/
旧村社,烏帽子嶽神社,えぼしだけじんじゃ,鹿児島県鹿児島市平川町4960,,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/kagoshima/8134/
旧村社,船魂神社,ふなたまじんじゃ,鹿児島県鹿児島市新屋敷町5-15,,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/kagoshima/8133/
旧村社,一之宮神社（鹿児島市東俣町）,いちのみやじんじゃ,鹿児島県鹿児島市東俣町74,,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/kagoshima/8171/
旧県社,松原神社,まつばらじんじゃ,鹿児島県鹿児島市松原町3-35,099-222-0343,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/kagoshima/8124/
-,塩釜神社（鹿児島市谷山塩屋町）,しおがまじんじゃ,鹿児島県鹿児島市谷山塩屋町1054,,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/kagoshima/8172/
-,立神神社,たてがみじんじゃ,鹿児島県鹿児島市下福元町11448,,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/kagoshima/8173/
旧県社,月讀神社（鹿児島市）,つきよみじんじゃ,鹿児島県鹿児島市桜島横山町1722-8,099-293-2109,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/kagoshima/8174/
旧村社,菅原神社（鹿児島市吉野町）,すがわらじんじゃ,鹿児島県鹿児島市吉野町9678,,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/kagoshima/8146/
旧村社,日枝神社（鹿児島市鴨池）,ひえじんじゃ,鹿児島県鹿児島市鴨池1-8-23,,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/kagoshima/8147/
旧郷社,菖蒲神社,しょうぶじんじゃ,鹿児島県鹿児島市吉野町4234,,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/kagoshima/8148/
旧村社,荒田八幡宮,あらたはちまんぐう,鹿児島県鹿児島市下荒田2-7-21,099-252-6744,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/kagoshima/8150/
旧村社,花尾神社,はなおじんじゃ,鹿児島県鹿児島市本城町882・883,,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/kagoshima/8152/
旧郷社,春日神社（鹿児島市春日町）,かすがじんじゃ,鹿児島県鹿児島市春日町4-38,,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/kagoshima/8153/
旧村社,一之宮神社,いちのみやじんじゃ,鹿児島県鹿児島市郡元2-4-27,099-254-0092,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/kagoshima/8154/
薩摩国一宮、国幣中社,新田神社 (薩摩川内市),にったじんじゃ,鹿児島県薩摩川内市宮内町1935-2,0996-22-4722,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/kagoshima/757/
式内小社論社・旧官幣大社・別表神社,霧島神宮,きりしまじんぐう,鹿児島県霧島市霧島田口2608-5,0995-57-0001,https://shrine.mobi/img/photo_usernophoto.gif,https://shrine.mobi/area/kyushu/kagoshima/284/
